msno,city,bd,gender,registered_via,registration_init_time,expiration_date,membership_days,age_group,registration_year,reg_month,reg_weekday
bYJGiK+cApxZhyV+6WZ1gHuKrd3SOFcgis8jf52szQg=,14,33,male,4,2016-01-23,2017-09-21,607,30s,2016,1,5
nsqZEPGbpnRUKjAwZ9qrfIFAlh+h/5R6K0cauuu0Ilg=,13,56,male,9,2011-10-08,2016-12-24,1904,50s,2011,10,5
ok5o26rP3GuYLdl9m+VpdfnKC0nta0fxDhmfggkgkdw=,13,41,male,9,2012-07-19,2017-09-30,1899,40s,2012,7,3
ZmuhKW/qF38k7PoDbu1zVdjsMz+5dUZcGWzxISeeb5M=,4,26,male,4,2015-11-26,2017-09-15,659,20s,2015,11,3
BbhKrcyyy3kj+kwmtjvngJdVEtVi0d6+gKsjuyvukSs=,5,19,female,4,2016-09-05,2017-10-05,395,10s,2016,9,0
WcnIPwRYAG0bTc+WvTDDEudXnpk+5d6xpmVpBpe2qlE=,13,31,male,9,2006-02-24,2017-09-30,4236,30s,2006,2,4
HDvYHk/lCkm6aZi6kI0HPuQms1rtssgGHHPsmisXuSc=,14,17,male,4,2016-02-04,2017-01-01,332,10s,2016,2,3
Tw86FU0L0XzrEn5tuCRftgFooJ+a2fVNbAKSN74GlIA=,13,21,male,9,2011-05-23,2017-09-10,2302,20s,2011,5,0
WGEozz3GIJbnx5q1HVaTGE863LvG8pYKQXJJOX8+SiU=,13,29,male,3,2013-06-27,2018-01-13,1661,20s,2013,6,3
l8ESxvOr0wKT/Gxh8QcErnfWmK8Aex/fp51DyonreVc=,22,22,female,3,2015-08-10,2017-09-14,766,20s,2015,8,0
Dg7Ow+5aTvi/HQfM503h+mYWeFOCirjX5qYluI1ui6M=,15,29,unknown,9,2015-07-23,2017-09-25,795,20s,2015,7,3
HqRvFZMC56xQe1cU6eX8GKGcFx8bh/pC0v5UaBXj4Eo=,12,27,male,9,2010-05-17,2017-04-25,2535,20s,2010,5,0
Y2y6QGNKTC1g+pgIFkkJ7OyL2uzAPHPvNHmf+DMljLQ=,13,34,male,7,2010-12-02,2017-10-02,2496,30s,2010,12,3
tss/R9rOGkO48yq1QhGz6XqbVrh1xUd1Swdu/P+OwHg=,5,34,unknown,7,2011-06-27,2017-09-22,2279,30s,2011,6,0
o9cvqNhvdc1gB8ryMwbSC1+XKESwPSH2KnIHKaPZ6IU=,13,36,male,9,2009-01-12,2018-02-13,3319,30s,2009,1,0
JzYn8JIS5qs0DPSToraQSs7OJ4giS3vE+Op+I74ajOs=,6,26,female,3,2013-06-29,2017-09-11,1535,20s,2013,6,5
8LqbB6qXGV2z3uMpwlEbeYpN7S6HMBak8KHXfd9bXHw=,4,16,female,7,2011-04-28,2017-09-30,2347,10s,2011,4,3
1x7jk3XaIzce/do87qVdv2JqFrVwlRQWx62zAzafrYI=,15,31,female,9,2011-10-19,2017-10-20,2193,30s,2011,10,2
w7yF8EADFrXT6y9qsx0fzU9xhlUztkx4+9nKobdXCxU=,4,28,male,3,2014-11-27,2016-12-10,744,20s,2014,11,3
g8AHNRMHfnygIQlTqXC0RwpeXbHbHtOjDeN4tolCcDU=,12,30,male,7,2016-04-17,2017-09-17,518,20s,2016,4,6
3jmprPH1rJ+KXm3CwnmjyoCgXOIX7gr1ERfuwMSp/uc=,4,44,female,3,2015-04-04,2015-06-15,72,40s,2015,4,5
2pa+IYlc+8QlMExGsvMY8DT21h6E7TgsRLnAjc8tVX8=,11,25,male,9,2008-03-15,2017-09-19,3475,20s,2008,3,5
wCmb75GpP7r9Pf8nBq707KUdDSmSDb+swSJM22j58OM=,11,34,female,9,2013-05-08,2017-09-21,1597,30s,2013,5,2
92/X35EpuIbhYypRay4MAUdwM9m8Kl1edFl2Zi/wbyM=,13,41,male,3,2011-12-11,2017-09-30,2120,40s,2011,12,6
1Y5aiZtVz5mhcVMMO0gmGqT+J7bCzuFXeTHjHpW7yaE=,14,26,female,3,2014-11-20,2017-10-26,1071,20s,2014,11,3
Up6bDeHBSQzSZolV6HnMyhBzFEUHCtcLXGCyKBVP968=,5,43,female,9,2011-09-04,2017-09-26,2214,40s,2011,9,6
gxW2g/2dArFPnSW34zUsLRqxEmCdr2HsDvBYX23U5jA=,14,26,female,9,2013-09-21,2017-04-21,1308,20s,2013,9,5
ajV22lcXecBsJOb9LFBQhW+QLQn9SuTiGXqdqI2zwvY=,4,26,female,7,2014-10-21,2017-10-08,1083,20s,2014,10,1
V8QJo69BVzfJYj+wkRkQk9UxSsv2jPYLLCJ0oyNmZKQ=,4,25,male,9,2011-10-07,2017-10-06,2191,20s,2011,10,4
apqJNK7ePqkBLT+FaHUBMnCNrDV2KaOv9mXZkGiK+cE=,4,34,female,9,2013-01-06,2017-09-19,1717,30s,2013,1,6
glwVovp7G0eTHYIxyTBNKALcdcXbCeMo4Gc3YNR7CRQ=,1,22,male,3,2016-03-02,2017-06-08,463,20s,2016,3,2
eiTh/GJkuPkhl82ZoVj3qb1N/fENAfq4KZVAJy2KpgI=,13,48,female,3,2012-05-13,2012-05-20,7,40s,2012,5,6
G5j8cP8eoO0BPXKuD3owlVQaHMpnQi91T2VUpJu4X4E=,1,32,female,3,2016-10-12,2017-02-13,124,30s,2016,10,2
Eo47Ses1cW3ZIORueCpNJVyzcyIl4blnMo6AcjfBxF4=,15,35,female,4,2017-01-17,2017-02-27,41,30s,2017,1,1
bYeWcUpgHBkUbUkn4S4Y0Ca3X03ksYIvuBi5pT/l+0k=,4,39,male,3,2017-01-04,2017-01-07,3,30s,2017,1,2
exwWE/sOBhzUM8CcFtLl0rU2opXRZBBwDsqoONxixCE=,8,27,female,3,2017-01-13,2017-01-16,3,20s,2017,1,4
TUnXmOvfg6o14ZOaZRQ2MA5/kEpTJ21x3I0CMWbrT/I=,14,25,male,3,2016-09-16,2016-09-19,3,20s,2016,9,4
q4bs6leMECazAnauABtGtzIwnlvgAzl9xQgQj+iXbec=,12,17,male,9,2010-12-06,2017-09-30,2490,10s,2010,12,0
VOljRicFW6iFSF1BkRjvmEhKhv4mAJLmeVXJ5whTBWc=,4,17,female,3,2017-01-30,2017-02-02,3,10s,2017,1,0
rVIzJpKHFsA40tC0UgOhXwKL4e9xRyumw/QCc7oD4Bk=,15,26,male,3,2013-02-11,2015-12-27,1049,20s,2013,2,0
vT8wGPQUvcUv9MpTl6GDT+BvXzgEe5/yli6v0K+9MTI=,13,23,male,9,2012-09-23,2017-09-17,1820,20s,2012,9,6
atrz/2Sb30O1abI6KicyvN+JlRpUMvNu5KhvddbDzqY=,22,40,unknown,9,2011-02-11,2017-09-20,2413,30s,2011,2,4
ZRQvl2GmKOnMTFXyxQA6zrACpnkNMnME6uJxUeuq2EY=,15,20,female,9,2010-12-20,2017-09-20,2466,10s,2010,12,0
pRHIP4XdwWx7YpREsLN4sD0gb2BUEbhKytDXlwUAO+k=,22,19,male,9,2012-12-09,2018-09-30,2121,10s,2012,12,6
lfj0xGcS6riUx51si8fX0hFkyaACS7L6i4mUXaOMAlw=,13,25,male,9,2005-03-21,2017-10-02,4578,20s,2005,3,0
XR5zgSJinIy102lZ0qFL2XjH1Zy93hhAUSLp4xgNfFQ=,13,29,male,9,2011-07-29,2017-10-05,2260,20s,2011,7,4
p098vESfU9i6EXcHFL22j4ne/lbdbcUZKYbAiRdBM5w=,6,32,male,9,2007-05-11,2017-09-30,3795,30s,2007,5,4
XZC5WSjKavo7qt9/BPmfjwxBLVOHqBwKZEsshKtjrMQ=,22,31,male,3,2013-10-16,2017-10-24,1469,30s,2013,10,2
KWKn5GsNPD2r3aPaUbcGEzETTwXFXVRton0DhCI3Sp4=,13,22,female,3,2014-05-23,2017-12-12,1299,20s,2014,5,4
l1gUeahDY6Y7HfOKe3ACAgFaMUkMec5MdZDw8rB23K0=,8,20,male,9,2012-12-20,2017-10-04,1749,10s,2012,12,3
r4D3VoUTJcDnBBNP1O3c6alR1lJKWoogQuzLX0iWjnk=,6,23,male,9,2011-10-13,2017-10-11,2190,20s,2011,10,3
fwp43QoF/4okF2PFRl4TqDAWxWPyQOduc8R5970Dg98=,6,18,male,3,2014-05-12,2018-02-10,1370,10s,2014,5,0
J9kGTJnLBSxG6dytadk7JZtTyxBwiWLcLpAwzQ7c4BI=,4,32,female,9,2007-07-03,2017-10-05,3747,30s,2007,7,1
uIH/zVbZiyrpC0LPvLVhqA+Mpi9eWvK4u27iCIrWnS8=,22,37,female,9,2011-12-03,2018-08-24,2456,30s,2011,12,5
Eo6t+65vaupOq1c1CEKGtmqvibGpTOEYUDL5LkBPOJQ=,13,19,female,7,2011-02-12,2017-10-01,2423,10s,2011,2,5
ExMumbhu8Sty68XxmkCkfWpZtk07TjXYqL/TqbObF+0=,4,22,male,9,2006-12-08,2017-08-17,3905,20s,2006,12,4
R+7UC51KjDxvaGgoSxTamUpGUJTPWoh9g4pFppitFPA=,13,32,female,9,2010-10-14,2016-12-12,2251,30s,2010,10,3
0178F3yp/IepXMk8Ina/Q9LgoXDIhB6cgqEH+eqHFFM=,13,23,male,9,2013-02-10,2017-11-03,1727,20s,2013,2,6
vnybnV7VuY/xqtuKZeFOHPJv4ZoI+7Zy3w9mhXLaao0=,5,13,male,3,2014-03-29,2016-08-11,866,10s,2014,3,5
jgLs5pquuRw7fhaGtJmkC15YTpVTHaX7cFQlZX4O5nc=,17,36,female,9,2006-07-28,2017-10-08,4090,30s,2006,7,4
1xgG1MejZFSKhR2AKijqfK4j/dWdaUE01H0dCR9t4zQ=,9,41,female,9,2009-06-05,2017-08-08,2986,40s,2009,6,4
V1xq/CzlthwHNnSgDTbv9+bDl2UvkraHdTzuaPB+ZQA=,1,47,male,3,2017-01-03,2017-06-09,157,40s,2017,1,1
9imTYxp4JAMFNH+GG6zuiD2QdmIokI0dbF/5w1x2NqU=,5,19,female,4,2016-08-07,2016-08-11,4,10s,2016,8,6
FXlKjmWaWyqWUXOCuwGNbEH2f1uBJO4BNGv3GgtkStU=,10,36,female,9,2010-11-24,2017-09-30,2502,30s,2010,11,2
20OBDb8tIbuz7KM2IHTpvJeMnD6l6h2zlR/Kzdu8VkE=,5,29,male,7,2014-11-11,2018-03-31,1236,20s,2014,11,1
rj8vnfVSd6BFk3GiTuCJs+/qJcAUzQ5lIJmHMsBzQBI=,3,18,male,9,2014-07-26,2017-11-28,1221,10s,2014,7,5
XDIVU5S838eG2H8Ra6rSJrgFe4nrPWFlNxLujnB9QI8=,22,21,male,9,2012-05-23,2018-06-17,2216,20s,2012,5,2
8Bl8OPc4Y7UJ5d1mFn/dOJNyT3K/2xGIBtTEX2rv67w=,5,38,female,4,2016-06-11,2018-02-22,621,30s,2016,6,5
RIixoxV8sbqcYf37gT+94spzdCgOBiRHnf/rKSyxDFQ=,3,28,female,9,2016-02-27,2017-08-29,549,20s,2016,2,5
kxIu7A+6hoGQYEdxikjHk21WdnI0AjAlYVc5a3vpzTg=,13,29,female,9,2010-11-10,2017-09-09,2495,20s,2010,11,2
rejh5Lm0eRoBgsjUKVMbGPDLzxjDL80qWN6Qh7wYKz8=,22,20,female,4,2016-12-01,2017-10-03,306,10s,2016,12,3
wDaf8ukN+Z833Ne9ObLQVGl7VUsu9AfUAt9qLBAIgf0=,4,20,male,3,2013-06-19,2018-02-26,1713,10s,2013,6,2
sbg7rCfJcLR2mE6/QGzVaY4DiF/vKfzj+MoG+jAAxLA=,6,43,female,4,2015-12-09,2017-10-11,672,40s,2015,12,2
PjcasygGU8+j/xaxOVvXfROIXb/GzUdPSBXFBKD3UgE=,1,54,female,3,2016-12-29,2016-12-30,1,50s,2016,12,3
9FZjAmOymKJ+qJHAXJVfYH5GpyRaY6Xz3WO7ow8j0F8=,11,32,male,9,2011-10-03,2017-03-05,1980,30s,2011,10,0
CBIuKaD2MWdk0eYG55O+USNxCpah0tbxuW2IgrMXT94=,4,30,female,9,2007-08-15,2017-10-06,3705,20s,2007,8,2
sbSZmyWUre2Z3v4497VHBF2z4wczjLZ38euDtLFftj4=,13,25,female,9,2015-06-21,2016-06-06,351,20s,2015,6,6
cd9R76nchcG1F1oyKMVN9bXXwRssofcYVckWhIWTSrY=,14,30,female,9,2006-03-10,2017-09-24,4216,20s,2006,3,4
HEDIzgb5V0qx/wxB2Mpx4zUME5e0F8n/Ot6ZFxGh5kg=,13,22,male,3,2013-08-06,2017-09-08,1494,20s,2013,8,1
zceFpvBhYOKUUtv9OvED8O90yXIMNiGHho8ABQ+9Id8=,1,21,unknown,9,2017-02-06,2018-02-10,369,20s,2017,2,0
JP0LQyMz3uFf37ValEteHfjtHaFoc9bALPXXMqfWjDw=,13,27,female,9,2013-06-04,2017-09-30,1579,20s,2013,6,1
5R+7rrEh/g+AQp3doc+1bHPkdfwR4Md45UOcAKnM3tI=,3,18,male,9,2015-03-29,2017-09-11,897,10s,2015,3,6
ebAXfSjKVzop9YAowVKK+eihyVTQQaAoSakxwh3bPdg=,6,30,female,3,2016-01-22,2017-09-14,601,20s,2016,1,4
pviHVJwbVyDNFS0/DQfCsNKUH7xssQ0QTQR8RIhp7ig=,13,47,male,9,2008-01-25,2017-09-17,3523,40s,2008,1,4
2doowxKneCMXKhTIaqLhujy/wdJw9Ps1Wwgw8NJZMI8=,1,15,female,3,2015-08-06,2015-08-13,7,10s,2015,8,3
X0fr5nPqw4hWUOx87SsftT8oFNGU4j3aVM7vQId9WUw=,13,28,female,3,2012-09-13,2017-10-01,1844,20s,2012,9,3
H0d8XDBrLHo9bIl06qZi1Crn15VI78ZK+KBbYopUK+o=,5,36,male,9,2012-05-25,2017-09-20,1944,30s,2012,5,4
pB+bKjJYGnzDicLBRVebv5H4NOL8sViQXlNZYmy8idE=,13,39,male,9,2007-03-01,2017-09-16,3852,30s,2007,3,3
cvhmqngmpCx6v6WTI4kCiMKEy4MN9IBdBPzx5Hh3+34=,6,35,male,9,2013-07-13,2018-01-09,1641,30s,2013,7,5
IPctNXFZDMiWinj7Ag0GJTbIP9owKd5WaZ0tFb/STAs=,13,23,female,3,2012-08-14,2017-10-30,1903,20s,2012,8,1
Jrc5AOL2+7QzdusWqYDxVUyYIKbRFCm9YmzqkvqBQrQ=,15,25,male,7,2011-11-26,2017-09-23,2128,20s,2011,11,5
kunJ9rk4tbNmJJpmU4X9YR3U9uxgk4W6Os/M8YGv9JU=,22,20,female,3,2012-09-02,2017-10-07,1861,10s,2012,9,6
aumLSGmPbHb2NUuGKp57BXjDWQ4sFVfj3+lFi9SXwVQ=,8,19,male,3,2014-10-18,2017-05-03,928,10s,2014,10,5
zRZGYwazMEf9gq95shrqFu6dBrKbgYb2eXXyh1vHEFU=,5,31,female,3,2014-11-01,2017-01-18,809,30s,2014,11,5
699QAizo3MepJcdNlyDlH4SqsVhafCuruEoGXYpCpwI=,15,35,male,3,2014-08-01,2017-09-22,1148,30s,2014,8,4
6u1oRtuoDAlgTOXap7trJlu8Xduj/EsDK+5bbb58zUw=,13,20,female,9,2015-03-14,2017-11-25,987,10s,2015,3,5
6oTo1/ykyWqY19do07mrJvoXq0cP26GQ6m70CJ+nE7s=,5,45,female,7,2016-03-21,2017-09-21,549,40s,2016,3,0
2hqgymnXgBIXCi5WaZsS4mZJX/NpPxLXHNfwS4WoOQ4=,6,36,male,9,2011-07-23,2017-10-31,2292,30s,2011,7,5
GIb/8rxRJmNr42CnODPzMAsP8ep0Gd3pokUnnvZhRWc=,22,30,female,9,2010-12-25,2016-12-02,2169,20s,2010,12,5
wu6dN+tpy4kUzmE/VE+G/zByoCUdwGpBlDlmiLeVb2w=,22,19,male,4,2015-12-03,2017-08-11,617,10s,2015,12,3
JFFfOZ+m8aPAUiNZj3PKBR40NBpRU6l/Ekbur8VSUi4=,5,28,male,9,2004-07-31,2017-09-30,4809,20s,2004,7,5
9Lk9RMHmpdKO5j7Sz1JwgkU5CANMqO8lkaWGni4CvPE=,5,29,female,7,2015-08-22,2017-09-21,761,20s,2015,8,5
jOmq4TvYALOTeQhroEzhOWxT/ffMIDx24RtvwF/42wA=,16,46,female,7,2010-12-07,2017-09-14,2473,40s,2010,12,1
WbBPPOzfA2VW0Avd2G5iVsrjoBAXukx7ec3sGmjE4w4=,13,24,female,4,2016-12-10,2018-02-16,433,20s,2016,12,5
VZRIk0aTGnu/FizstiDYUfHfoR/mNcADAorKucvg1HQ=,14,23,male,9,2011-06-24,2017-10-05,2295,20s,2011,6,4
3WY0qRy6WrkH63Qx61GbkGaPtbUVmOB4vCB59LMMPsw=,4,22,unknown,3,2014-02-23,2018-03-16,1482,20s,2014,2,6
z/E9KdMGlU39BtKWy1S5ch8Ou+ye+Ee3t0JWltxSBNc=,12,32,female,9,2007-04-20,2018-07-15,4104,30s,2007,4,4
Te7hUsJYZcheRhTRqdFn5yzsakOB7h/RDpoZopoWcZ8=,22,26,female,3,2012-12-15,2017-07-10,1668,20s,2012,12,5
pFdqEVRaogEezVAp2iMndbK2zSMnhkj+MT1on1sOfOc=,13,28,female,3,2012-11-11,2017-09-25,1779,20s,2012,11,6
1sCAkU3uPu+YG95AthBGEpxHDSccpcJWEACvMBGMAj8=,4,22,female,4,2016-10-02,2017-10-06,369,20s,2016,10,6
lXs5HGWO4EdbrdrvHx9ZfvuBVJ2sqrPFmvUJyfV5o7s=,5,32,female,7,2014-03-29,2017-09-16,1267,30s,2014,3,5
NDvr1EsERoxXeLiqYRnqqOqE0lSdsGfY19noTwofVl4=,22,24,female,9,2011-03-30,2017-01-06,2109,20s,2011,3,2
ts3p/XxaSgXaMotedw0ncouElf3YtqpRFVbQn4gP/eI=,22,24,female,7,2014-05-30,2017-09-20,1209,20s,2014,5,4
/rp/lUDsu3SyDJbrrdK/RXLVdGp6wo/h3Z5P9nrxd1A=,13,24,female,9,2011-10-05,2017-09-08,2165,20s,2011,10,2
bBV7gktpQRBLcbluDKfpvQnGLzvdXaIFL1WsoVfe2eQ=,5,26,male,9,2008-11-10,2017-11-02,3279,20s,2008,11,0
JuU4EqrttX3dWPHietxe7AUeZTE2hXfwOsZmNGChAqo=,1,16,female,4,2017-02-21,2017-02-24,3,10s,2017,2,1
CC8LeQZ2Nl3yegOZC5q3woLWPSdwRGR7bzHxt1jvAQw=,15,21,female,9,2014-03-17,2017-08-28,1260,20s,2014,3,0
gf5a4dTJIapWUQ5edCIrrladiHOUEPacy2JptRCjWZ4=,13,21,male,3,2012-12-23,2017-09-10,1722,20s,2012,12,6
jPgCkvNlibtWA93nTFFND9JnsN4xi8ofbOCP/kMr7/o=,13,48,male,7,2010-12-07,2017-09-14,2473,40s,2010,12,1
JF36Ci63a5s2SpqXVGtNu56KMOuuVWuFBeYrZq2UncY=,9,20,female,9,2012-10-25,2016-12-30,1527,10s,2012,10,3
Yh/MpoSEPfAmbPY9aH9W6rYM9m1ZGdR8GRWJQUzJFWA=,22,30,male,9,2014-10-23,2017-10-25,1098,20s,2014,10,3
XuiORrBkedb+Urb6hORaJtWMsD91p6fKVV3s1gx4JOI=,22,23,male,9,2016-09-18,2017-09-22,369,20s,2016,9,6
TG2Q0EKqpHS5HEzqvJAuy+BDhPOmNe4sedDkmnxgYaA=,13,21,male,7,2014-04-18,2016-12-04,961,20s,2014,4,4
Omxl2aWbsspmMk9Hlu3Bol69FDUmWC2JYB3rWnzZ+ic=,12,28,male,3,2016-08-25,2016-09-15,21,20s,2016,8,3
I79MNyPnZR3NJgbBinRUBJSMZqxgrq5G8BRNJTHsHag=,15,27,female,9,2011-06-04,2017-10-08,2318,20s,2011,6,5
SwIXxoW0Mj0t+1JtjnTlT6jj2AAZHastZiGtuuUMYyg=,4,27,male,9,2009-09-10,2017-10-17,2959,20s,2009,9,3
jjTyUy3+LkVO8EjxIUWC4WNfm/5prrUOb7WvTiOLL3g=,8,33,male,7,2012-10-21,2017-11-16,1852,30s,2012,10,6
s4PcXg6hYl57+XG/x+6SLQ7MQI9gMRq7WGO3pDAtEV0=,18,22,female,9,2015-05-29,2017-10-04,859,20s,2015,5,4
N+/5izDHnbJo+15dP/YUQHDCL6DdA6JPw90LIw4TmqM=,1,19,female,4,2016-06-05,2017-08-23,444,10s,2016,6,6
rV1+1NvvWFFRKUX72fYF/o6ZjFvD64BBa66hIhS9Jzo=,1,22,male,3,2016-10-21,2017-10-01,345,20s,2016,10,4
tJTGTUdHjwYKc3dXDMAGHGHjGoJ2Umcopkeie/eDwyU=,6,41,female,9,2011-05-16,2017-09-18,2317,40s,2011,5,0
zbIrUja2sUpY4dBQZjuKQNt4/AcxrXsM3VfR0bnwDek=,5,33,female,9,2012-01-16,2017-10-18,2102,30s,2012,1,0
W0n2oyx2bXA6NuPqWwn2TUoNFZEL60CcsVoiS1QuDaM=,13,45,male,3,2014-05-15,2017-06-15,1127,40s,2014,5,3
tJ2VY9xH7VCJU++OCZh86zV9oFzjwNHc1+BT4VeTNZY=,13,32,female,9,2009-05-17,2017-08-18,3015,30s,2009,5,6
eV7IzupbvM4229p1TZCPAvsNtXMISrSg2eJEUSW3zlo=,5,41,female,9,2009-08-31,2017-01-04,2683,40s,2009,8,0
oV0DwQQ0W/DiQYakiPsomy9INwwi2Re6L8XyCrKc62E=,12,43,female,3,2016-12-02,2017-08-09,250,40s,2016,12,4
iX9IqytaTprsC15fIJxvOWZnD7nRlysm8Bl5604TNow=,15,21,female,9,2011-11-05,2017-06-14,2048,20s,2011,11,5
F0Rc6Q/GEsbpcrSnVJGOr64Hs4D0MEPNAKd5NoFNPJ8=,6,32,female,9,2009-10-08,2017-10-14,2928,30s,2009,10,3
aZe9cY638D/WjNRpAoajtEj0UJW20HfBSBgYu4rwRN8=,22,38,male,9,2007-05-27,2017-09-24,3773,30s,2007,5,6
T+FJrpYi77CWTUE5nO/vliojRaTPgt2bRUQHy5lhXrQ=,5,31,male,7,2013-05-16,2017-09-30,1598,30s,2013,5,3
Y6juQy6NfGn1mjhT6OJ+yvAHAUZRQRjSeAyv7CcMTck=,15,30,female,7,2011-05-23,2017-09-30,2322,20s,2011,5,0
ORzZ/46u6iQ6G+MXX994C5AAANV/vZye72++5z1I+4M=,15,27,female,9,2004-10-28,2017-09-05,4695,20s,2004,10,3
AM/9Dx6/+uWLsuOpQ3ndsovuBKsKqSXApBD3/xapPIo=,13,50,male,9,2006-12-11,2017-01-15,3688,40s,2006,12,0
5Xdf7OI689ky3nXBzls//CxKyHuNhiVnhwbUbKAQae4=,14,32,male,9,2013-08-14,2018-04-09,1699,30s,2013,8,2
nAuKLqwwbGYNYwHJB7qasJ93SItiZB2i1SYR7XyW9LY=,22,20,male,3,2013-10-11,2017-06-12,1340,10s,2013,10,4
4bwim/J6YwMsD9s8tuNYD7GVE+YoSfSO1rWxVBjH+AI=,5,24,female,3,2012-06-12,2016-12-13,1645,20s,2012,6,1
dtt2VylgQ0l2/4PY0lo0MFdObUJqEecjw/iQSqypY+Q=,7,22,male,4,2016-01-24,2016-09-05,225,20s,2016,1,6
YPGCZQsT8rXvmm4Fq23wC6+xf6n8xuqLv7pRcEAuX3k=,1,39,female,7,2011-11-12,2016-12-21,1866,30s,2011,11,5
C015OWtACNPsHSKmFYZ1c77iRPDZcP2bAmLQa7EMPlE=,22,31,male,9,2008-02-26,2017-01-20,3251,30s,2008,2,1
w26FOSIg19qoxGas7rQHflX1ZstTKIeQ4TvvUjDMVmE=,13,38,female,3,2015-05-11,2017-09-24,867,30s,2015,5,0
J+TZm4XU4tRYVJW1bTJgq7YchmRipSKHoDc9+wDT9CI=,22,21,female,9,2015-08-18,2017-09-20,764,20s,2015,8,1
wmuVhAIDUZ6fkdsaXu9aJ3pE8Ldi/riVy/RrpKuhXxE=,13,49,female,7,2010-12-26,2017-09-21,2461,40s,2010,12,6
N8e2vg7/r0z3blHW7zuuE0PbTw5jPUmek7aR+I5kM/8=,22,21,male,4,2016-06-08,2017-08-15,433,20s,2016,6,2
KRggWF6YvRM/zOh658DH/mgsi5HDjncz4qcHxQfn1Uc=,15,20,female,9,2010-07-30,2017-09-25,2614,10s,2010,7,4
MkkZeB8H334HoPWo+VhLYWJjRP6IWscJKKEJLKrQzrk=,15,45,male,9,2011-01-30,2018-05-03,2650,40s,2011,1,6
HnmkhQL0lKeZwvUXUlXF9pput4ENjSmWaXQYrHeQMNs=,13,20,male,3,2012-06-17,2018-02-09,2063,10s,2012,6,6
oaOda4IIA+FamN4UD3EtSPbHvhCuYKheKEo2Emm+OXk=,15,36,male,9,2010-09-11,2017-10-05,2581,30s,2010,9,5
MLNXCaZgplGixHprEfq6NOK5m1Ll5nvtYspbdjsffJw=,22,21,female,3,2013-11-17,2017-08-15,1367,20s,2013,11,6
cV3YtR+THY8pfyAUUA4Ed6HZ2xzP8F8ftywI58c/RkA=,13,21,female,9,2007-11-14,2017-06-14,3500,20s,2007,11,2
Ac37RXFazqiq6L92NaH4y7licLdp2rjFbGN02hY2A+4=,6,39,female,9,2010-04-23,2017-09-25,2712,30s,2010,4,4
hYXvgbCqQoJVI4LHdBivJbmbZkw71Mih9kb8P5mhyFE=,5,20,female,3,2015-09-20,2015-10-11,21,10s,2015,9,6
RoriQzbjlHLDqnhlLYrGScEK/aR3EX9ElfuXp9R/Tns=,5,41,female,3,2015-08-11,2015-09-01,21,40s,2015,8,1
Qf1R4C/TCxCn7VEw1uRQHvF6exx2gt8DdG4qqLiS/dE=,5,20,female,4,2016-10-22,2017-09-25,338,10s,2016,10,5
+t290YGA+Sa99AXFpQRSU/uiPWmZBaiOfHu2YYzv6ME=,13,17,male,3,2012-12-01,2017-08-29,1732,10s,2012,12,5
XmA/cIkXJ8jZUfsUc4bBfJVWMMqmylnPW0WVkg/iz0s=,13,41,female,9,2010-11-26,2017-09-21,2491,40s,2010,11,4
pIIUqBdVay6+CK5PBLIr9NAmdPB5TTBX0dqz5H6cB/8=,6,30,male,9,2013-10-09,2018-05-12,1676,20s,2013,10,2
blRm7PpwT7MZOcZnvmDh5dG5Vh6C1yN33W9cbVF1Uf0=,13,40,female,3,2011-12-18,2017-08-16,2068,30s,2011,12,6
caaUaMlKDdLchEGzlz8m97v/xXGj6YKXE104eCBUYdY=,6,33,female,3,2014-10-01,2017-05-02,944,30s,2014,10,2
gvahG9LhsdKVelqtGVciZzqwK8aKCP4rztQE2ta9gk4=,4,22,male,3,2014-08-18,2017-06-14,1031,20s,2014,8,0
pipkBFExArCU87HSp/jrtK5pSCl47AgxS3aL0kG90wA=,22,20,female,4,2017-01-29,2017-09-17,231,10s,2017,1,6
meT++h0ERKfVij29+3diU/4LeIgey0I5mzUsYO2WiaY=,15,50,female,9,2011-02-23,2017-09-21,2402,40s,2011,2,2
Orrn2hf8OtLYMNB+oGpfcoNz5zPsTZikXtDG7A9AVe4=,10,22,female,9,2007-04-26,2017-07-15,3733,20s,2007,4,3
lqhEeb4+sEQuAlAT73nQpAFR7zdu/iadaPaA8kxB+/s=,1,16,female,4,2016-12-17,2017-01-10,24,10s,2016,12,5
MeQYd6QpYKY/3DIieIh1t47NLQdj0mS64u6TqHHdXo4=,5,41,female,9,2013-07-17,2017-12-12,1609,40s,2013,7,2
aeyAUPIz79S0feQVg5uIWA4W/nHWxBx9qNovWVJcmtg=,9,29,male,9,2015-07-17,2017-09-20,796,20s,2015,7,4
wkgVJmHB4Ph44npptigdhK/OSHv37calS3ydn9/rlfA=,15,22,male,9,2012-01-14,2018-04-01,2269,20s,2012,1,5
BnojL2/idXyfTGu4dPbdMaCCUpO75dbrfqtailYFJV4=,21,28,female,7,2014-04-18,2017-09-18,1249,20s,2014,4,4
VdJtao4XBH8abGvK17OWDC/UMCpiz7xz97A2ayDcmR4=,5,17,male,3,2013-01-22,2016-12-19,1427,10s,2013,1,1
/hMbusLbdH6tn2D7x3DeV0lbb0aItjiWE3MEDq9Z9GA=,15,33,female,9,2011-06-06,2018-03-26,2485,30s,2011,6,0
